-- DATABASE SCHEMA ANALYSIS - SmartSchools ERP
-- =====================================================

-- ALL TABLES WITH BASIC INFORMATION

| table_name                  | table_type | total_size | column_count | has_primary_key |
| --------------------------- | ---------- | ---------- | ------------ | --------------- |
| assignment_submissions      | BASE TABLE | 48 kB      | 11           | 1               |
| assignments                 | BASE TABLE | 112 kB     | 12           | 1               |
| attendance                  | BASE TABLE | 160 kB     | 10           | 1               |
| class_subject_assignments   | BASE TABLE | 104 kB     | 6            | 1               |
| classes                     | BASE TABLE | 72 kB      | 8            | 1               |
| exam_results                | BASE TABLE | 160 kB     | 11           | 1               |
| exams                       | BASE TABLE | 80 kB      | 11           | 1               |
| lesson_plans                | BASE TABLE | 112 kB     | 14           | 1               |
| notifications               | BASE TABLE | 56 kB      | 13           | 1               |
| profiles                    | BASE TABLE | 848 kB     | 16           | 1               |
| school_admin_accounts       | BASE TABLE | 48 kB      | 12           | 1               |
| school_details_view         | VIEW       | 0 bytes    | 23           | 0               |
| school_subscriptions        | BASE TABLE | 40 kB      | 13           | 1               |
| schools                     | BASE TABLE | 672 kB     | 24           | 1               |
| students                    | BASE TABLE | 1376 kB    | 21           | 1               |
| subjects                    | BASE TABLE | 56 kB      | 5            | 1               |
| super_admin_dashboard_stats | VIEW       | 0 bytes    | 17           | 0               |
| system_audit_log            | BASE TABLE | 56 kB      | 12           | 1               |
| system_settings             | BASE TABLE | 80 kB      | 9            | 1               |
| teacher_subject_assignments | BASE TABLE | 72 kB      | 9            | 1               |

-- ALL TABLES WITH COLUMN NAMES
| table_name                  | column_name              | data_type                   | is_nullable |
| students                    | FOREIGN KEY     | students_school_id_fkey                                         | school_id        | null                                                                                                                                                                                                           | SET NULL    | NO ACTION   |
| students                    | PRIMARY KEY     | students_pkey                                                   | id               | null                                                                                                                                                                                                           | null        | null        |
| students                    | UNIQUE          | students_user_id_key                                            | user_id          | null                                                                                                                                                                                                           | null        | null        |
| subjects                    | CHECK           | 23648_23707_3_not_null                                          | null             | name IS NOT NULL                                                                                                                                                                                               | null        | null        |
| subjects                    | CHECK           | 23648_23707_4_not_null                                          | null             | code IS NOT NULL                                                                                                                                                                                               | null        | null        |
| subjects                    | CHECK           | 23648_23707_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| subjects                    | CHECK           | 23648_23707_2_not_null                                          | null             | school_id IS NOT NULL                                                                                                                                                                                          | null        | null        |
| subjects                    | FOREIGN KEY     | subjects_school_id_fkey                                         | school_id        | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| subjects                    | PRIMARY KEY     | subjects_pkey                                                   | id               | null                                                                                                                                                                                                           | null        | null        |
| subjects                    | UNIQUE          | subjects_school_id_code_key                                     | code             | null                                                                                                                                                                                                           | null        | null        |
| subjects                    | UNIQUE          | subjects_school_id_code_key                                     | school_id        | null                                                                                                                                                                                                           | null        | null        |
| system_audit_log            | CHECK           | 23648_31555_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| system_audit_log            | CHECK           | 23648_31555_3_not_null                                          | null             | entity_type IS NOT NULL                                                                                                                                                                                        | null        | null        |
| system_audit_log            | CHECK           | 23648_31555_2_not_null                                          | null             | action_type IS NOT NULL                                                                                                                                                                                        | null        | null        |
| system_audit_log            | FOREIGN KEY     | system_audit_log_school_id_fkey                                 | school_id        | null                                                                                                                                                                                                           | SET NULL    | NO ACTION   |
| system_audit_log            | FOREIGN KEY     | system_audit_log_performed_by_fkey                              | performed_by     | null                                                                                                                                                                                                           | SET NULL    | NO ACTION   |
| system_audit_log            | PRIMARY KEY     | system_audit_log_pkey                                           | id               | null                                                                                                                                                                                                           | null        | null        |
| system_settings             | CHECK           | 23648_31579_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| system_settings             | CHECK           | 23648_31579_4_not_null                                          | null             | setting_category IS NOT NULL                                                                                                                                                                                   | null        | null        |
| system_settings             | CHECK           | 23648_31579_2_not_null                                          | null             | setting_key IS NOT NULL                                                                                                                                                                                        | null        | null        |
| system_settings             | CHECK           | 23648_31579_3_not_null                                          | null             | setting_value IS NOT NULL                                                                                                                                                                                      | null        | null        |
| system_settings             | FOREIGN KEY     | system_settings_updated_by_fkey                                 | updated_by       | null                                                                                                                                                                                                           | SET NULL    | NO ACTION   |
| system_settings             | PRIMARY KEY     | system_settings_pkey                                            | id               | null                                                                                                                                                                                                           | null        | null        |
| system_settings             | UNIQUE          | system_settings_setting_key_key                                 | setting_key      | null                                                                                                                                                                                                           | null        | null        |
| teacher_subject_assignments | CHECK           | 23648_23742_4_not_null                                          | null             | school_id IS NOT NULL                                                                                                                                                                                          | null        | null        |
| teacher_subject_assignments | CHECK           | 23648_23742_5_not_null                                          | null             | assignment_level IS NOT NULL                                                                                                                                                                                   | null        | null        |
| teacher_subject_assignments | CHECK           | 23648_23742_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| teacher_subject_assignments | CHECK           | 23648_23742_2_not_null                                          | null             | teacher_id IS NOT NULL                                                                                                                                                                                         | null        | null        |
| teacher_subject_assignments | CHECK           | 23648_23742_3_not_null                                          | null             | subject_id IS NOT NULL                                                                                                                                                                                         | null        | null        |
| teacher_subject_assignments | CHECK           | teacher_subject_assignments_assignment_level_check              | null             | ((assignment_level)::text = ANY ((ARRAY['school'::character varying, 'grade'::character varying, 'section'::character varying])::text[]))                                                                      | null        | null        |
| teacher_subject_assignments | FOREIGN KEY     | teacher_subject_assignments_subject_id_fkey                     | subject_id       | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| teacher_subject_assignments | FOREIGN KEY     | teacher_subject_assignments_teacher_id_fkey                     | teacher_id       | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| teacher_subject_assignments | FOREIGN KEY     | teacher_subject_assignments_school_id_fkey                      | school_id        | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| teacher_subject_assignments | FOREIGN KEY     | teacher_subject_assignments_created_by_fkey                     | created_by       | null                                                                                                                                                                                                           | NO ACTION   | NO ACTION   |
| teacher_subject_assignments | PRIMARY KEY     | teacher_subject_assignments_pkey                                | id               | null                                                                                                                                                                                                           | null        | null        |
| teacher_subject_assignments | UNIQUE          | teacher_subject_assignments_teacher_id_subject_id_school_id_key | assignment_level | null                                                                                                                                                                                                           | null        | null        |
| teacher_subject_assignments | UNIQUE          | teacher_subject_assignments_teacher_id_subject_id_school_id_key | grade_level      | null                                                                                                                                                                                                           | null        | null        |
| teacher_subject_assignments | UNIQUE          | teacher_subject_assignments_teacher_id_subject_id_school_id_key | school_id        | null                                                                                                                                                                                                           | null        | null        |
| teacher_subject_assignments | UNIQUE          | teacher_subject_assignments_teacher_id_subject_id_school_id_key | teacher_id       | null                                                                                                                                                                                                           | null        | null        |
| teacher_subject_assignments | UNIQUE          | teacher_subject_assignments_teacher_id_subject_id_school_id_key | subject_id       | null                                                                                                                                                                                                           | null        | null        |
| teacher_subject_assignments | UNIQUE          | teacher_subject_assignments_teacher_id_subject_id_school_id_key | section          | null                                                                                                                                                                                                           | null        | null        |

-- ALL INDEXES WITH DETAILS
| tablename                   | indexname                                                       | indexdef                                                                                                                                                                                                          | index_type |
| --------------------------- | --------------------------------------------------------------- | ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ---------- |
| assignment_submissions      | assignment_submissions_assignment_id_student_id_key             | CREATE UNIQUE INDEX assignment_submissions_assignment_id_student_id_key ON public.assignment_submissions USING btree (assignment_id, student_id)                                                                  | UNIQUE     |
| assignment_submissions      | assignment_submissions_pkey                                     | CREATE UNIQUE INDEX assignment_submissions_pkey ON public.assignment_submissions USING btree (id)                                                                                                                 | UNIQUE     |
| assignment_submissions      | idx_submissions_assignment                                      | CREATE INDEX idx_submissions_assignment ON public.assignment_submissions USING btree (assignment_id)                                                                                                              | NON-UNIQUE |
| assignment_submissions      | idx_submissions_status                                          | CREATE INDEX idx_submissions_status ON public.assignment_submissions USING btree (submitted_at, marks_obtained)                                                                                                   | NON-UNIQUE |
| assignment_submissions      | idx_submissions_student                                         | CREATE INDEX idx_submissions_student ON public.assignment_submissions USING btree (student_id)                                                                                                                    | NON-UNIQUE |
| assignments                 | assignments_pkey                                                | CREATE UNIQUE INDEX assignments_pkey ON public.assignments USING btree (id)                                                                                                                                       | UNIQUE     |
| assignments                 | idx_assignments_class                                           | CREATE INDEX idx_assignments_class ON public.assignments USING btree (class_id)                                                                                                                                   | NON-UNIQUE |
| assignments                 | idx_assignments_due_date                                        | CREATE INDEX idx_assignments_due_date ON public.assignments USING btree (due_date)                                                                                                                                | NON-UNIQUE |
| assignments                 | idx_assignments_school                                          | CREATE INDEX idx_assignments_school ON public.assignments USING btree (school_id)                                                                                                                                 | NON-UNIQUE |
| assignments                 | idx_assignments_subject                                         | CREATE INDEX idx_assignments_subject ON public.assignments USING btree (subject_id)                                                                                                                               | NON-UNIQUE |
| assignments                 | idx_assignments_teacher                                         | CREATE INDEX idx_assignments_teacher ON public.assignments USING btree (created_by)                                                                                                                               | NON-UNIQUE |
| attendance                  | attendance_pkey                                                 | CREATE UNIQUE INDEX attendance_pkey ON public.attendance USING btree (id)                                                                                                                                         | UNIQUE     |
| attendance                  | attendance_student_id_date_key                                  | CREATE UNIQUE INDEX attendance_student_id_date_key ON public.attendance USING btree (student_id, date)                                                                                                            | UNIQUE     |
| attendance                  | idx_attendance_class                                            | CREATE INDEX idx_attendance_class ON public.attendance USING btree (class_id)                                                                                                                                     | NON-UNIQUE |
| attendance                  | idx_attendance_date                                             | CREATE INDEX idx_attendance_date ON public.attendance USING btree (date)                                                                                                                                          | NON-UNIQUE |
| attendance                  | idx_attendance_school                                           | CREATE INDEX idx_attendance_school ON public.attendance USING btree (school_id)                                                                                                                                   | NON-UNIQUE |
| attendance                  | idx_attendance_status                                           | CREATE INDEX idx_attendance_status ON public.attendance USING btree (status)                                                                                                                                      | NON-UNIQUE |
| attendance                  | idx_attendance_student                                          | CREATE INDEX idx_attendance_student ON public.attendance USING btree (student_id)                                                                                                                                 | NON-UNIQUE |
| class_subject_assignments   | class_subject_assignments_class_id_subject_id_key               | CREATE UNIQUE INDEX class_subject_assignments_class_id_subject_id_key ON public.class_subject_assignments USING btree (class_id, subject_id)                                                                      | UNIQUE     |
| class_subject_assignments   | class_subject_assignments_pkey                                  | CREATE UNIQUE INDEX class_subject_assignments_pkey ON public.class_subject_assignments USING btree (id)                                                                                                           | UNIQUE     |
| class_subject_assignments   | idx_class_assign_class_id                                       | CREATE INDEX idx_class_assign_class_id ON public.class_subject_assignments USING btree (class_id)                                                                                                                 | NON-UNIQUE |
| class_subject_assignments   | idx_class_assign_subject_id                                     | CREATE INDEX idx_class_assign_subject_id ON public.class_subject_assignments USING btree (subject_id)                                                                                                             | NON-UNIQUE |
| classes                     | classes_pkey                                                    | CREATE UNIQUE INDEX classes_pkey ON public.classes USING btree (id)                                                                                                                                               | UNIQUE     |
| classes                     | classes_school_id_grade_level_section_academic_year_key         | CREATE UNIQUE INDEX classes_school_id_grade_level_section_academic_year_key ON public.classes USING btree (school_id, grade_level, section, academic_year)                                                        | UNIQUE     |
| classes                     | idx_classes_school_id                                           | CREATE INDEX idx_classes_school_id ON public.classes USING btree (school_id)                                                                                                                                      | NON-UNIQUE |
| classes                     | idx_classes_teacher_id                                          | CREATE INDEX idx_classes_teacher_id ON public.classes USING btree (class_teacher_id)                                                                                                                              | NON-UNIQUE |
| exam_results                | exam_results_exam_id_student_id_key                             | CREATE UNIQUE INDEX exam_results_exam_id_student_id_key ON public.exam_results USING btree (exam_id, student_id)                                                                                                  | UNIQUE     |
| exam_results                | exam_results_pkey                                               | CREATE UNIQUE INDEX exam_results_pkey ON public.exam_results USING btree (id)                                                                                                                                     | UNIQUE     |
| exam_results                | idx_exam_results_exam_id                                        | CREATE INDEX idx_exam_results_exam_id ON public.exam_results USING btree (exam_id)                                                                                                                                | NON-UNIQUE |
| exam_results                | idx_exam_results_student_id                                     | CREATE INDEX idx_exam_results_student_id ON public.exam_results USING btree (student_id)                                                                                                                          | NON-UNIQUE |
| exams                       | exams_pkey                                                      | CREATE UNIQUE INDEX exams_pkey ON public.exams USING btree (id)                                                                                                                                                   | UNIQUE     |
| exams                       | idx_exams_class_id                                              | CREATE INDEX idx_exams_class_id ON public.exams USING btree (class_id)                                                                                                                                            | NON-UNIQUE |
| exams                       | idx_exams_school_id                                             | CREATE INDEX idx_exams_school_id ON public.exams USING btree (school_id)                                                                                                                                          | NON-UNIQUE |
| exams                       | idx_exams_subject_id                                            | CREATE INDEX idx_exams_subject_id ON public.exams USING btree (subject_id)                                                                                                                                        | NON-UNIQUE |
| lesson_plans                | idx_lesson_plans_class                                          | CREATE INDEX idx_lesson_plans_class ON public.lesson_plans USING btree (class_id)                                                                                                                                 | NON-UNIQUE |
| lesson_plans                | idx_lesson_plans_school                                         | CREATE INDEX idx_lesson_plans_school ON public.lesson_plans USING btree (school_id)                                                                                                                               | NON-UNIQUE |
| lesson_plans                | idx_lesson_plans_subject                                        | CREATE INDEX idx_lesson_plans_subject ON public.lesson_plans USING btree (subject_id)                                                                                                                             | NON-UNIQUE |
| lesson_plans                | idx_lesson_plans_teacher                                        | CREATE INDEX idx_lesson_plans_teacher ON public.lesson_plans USING btree (uploaded_by)                                                                                                                            | NON-UNIQUE |
| lesson_plans                | idx_lesson_plans_type                                           | CREATE INDEX idx_lesson_plans_type ON public.lesson_plans USING btree (document_type)                                                                                                                             | NON-UNIQUE |
| lesson_plans                | lesson_plans_pkey                                               | CREATE UNIQUE INDEX lesson_plans_pkey ON public.lesson_plans USING btree (id)                                                                                                                                     | UNIQUE     |
| notifications               | idx_notifications_created_at                                    | CREATE INDEX idx_notifications_created_at ON public.notifications USING btree (created_at DESC)                                                                                                                   | NON-UNIQUE |
| notifications               | idx_notifications_recipient                                     | CREATE INDEX idx_notifications_recipient ON public.notifications USING btree (recipient_id, is_read)                                                                                                              | NON-UNIQUE |
| notifications               | idx_notifications_school                                        | CREATE INDEX idx_notifications_school ON public.notifications USING btree (school_id)                                                                                                                             | NON-UNIQUE |
| notifications               | idx_notifications_type                                          | CREATE INDEX idx_notifications_type ON public.notifications USING btree (notification_type)                                                                                                                       | NON-UNIQUE |
| notifications               | idx_notifications_unread                                        | CREATE INDEX idx_notifications_unread ON public.notifications USING btree (recipient_id) WHERE (is_read = false)                                                                                                  | NON-UNIQUE |
| notifications               | notifications_pkey                                              | CREATE UNIQUE INDEX notifications_pkey ON public.notifications USING btree (id)                                                                                                                                   | UNIQUE     |
| profiles                    | idx_profiles_account_status                                     | CREATE INDEX idx_profiles_account_status ON public.profiles USING btree (account_status)                                                                                                                          | NON-UNIQUE |
| profiles                    | idx_profiles_phone                                              | CREATE INDEX idx_profiles_phone ON public.profiles USING btree (phone_number)                                                                                                                                     | NON-UNIQUE |
| profiles                    | idx_profiles_role                                               | CREATE INDEX idx_profiles_role ON public.profiles USING btree (role)                                                                                                                                              | NON-UNIQUE |
| profiles                    | idx_profiles_school_id                                          | CREATE INDEX idx_profiles_school_id ON public.profiles USING btree (school_id)                                                                                                                                    | NON-UNIQUE |
| profiles                    | profiles_email_key                                              | CREATE UNIQUE INDEX profiles_email_key ON public.profiles USING btree (email)                                                                                                                                     | UNIQUE     |
| profiles                    | profiles_pkey                                                   | CREATE UNIQUE INDEX profiles_pkey ON public.profiles USING btree (id)                                                                                                                                             | UNIQUE     |
| profiles                    | profiles_username_key                                           | CREATE UNIQUE INDEX profiles_username_key ON public.profiles USING btree (username)                                                                                                                               | UNIQUE     |
| school_admin_accounts       | idx_school_admin_accounts_school                                | CREATE INDEX idx_school_admin_accounts_school ON public.school_admin_accounts USING btree (school_id)                                                                                                             | NON-UNIQUE |
| school_admin_accounts       | idx_school_admin_accounts_status                                | CREATE INDEX idx_school_admin_accounts_status ON public.school_admin_accounts USING btree (account_status)                                                                                                        | NON-UNIQUE |
| school_admin_accounts       | idx_school_admin_accounts_user                                  | CREATE INDEX idx_school_admin_accounts_user ON public.school_admin_accounts USING btree (user_id)                                                                                                                 | NON-UNIQUE |
| school_admin_accounts       | school_admin_accounts_account_number_key                        | CREATE UNIQUE INDEX school_admin_accounts_account_number_key ON public.school_admin_accounts USING btree (account_number)                                                                                         | UNIQUE     |
| school_admin_accounts       | school_admin_accounts_pkey                                      | CREATE UNIQUE INDEX school_admin_accounts_pkey ON public.school_admin_accounts USING btree (id)                                                                                                                   | UNIQUE     |
| school_admin_accounts       | school_admin_accounts_user_id_school_id_key                     | CREATE UNIQUE INDEX school_admin_accounts_user_id_school_id_key ON public.school_admin_accounts USING btree (user_id, school_id)                                                                                  | UNIQUE     |
| school_subscriptions        | idx_subscriptions_active                                        | CREATE INDEX idx_subscriptions_active ON public.school_subscriptions USING btree (is_active)                                                                                                                      | NON-UNIQUE |
| school_subscriptions        | idx_subscriptions_dates                                         | CREATE INDEX idx_subscriptions_dates ON public.school_subscriptions USING btree (start_date, end_date)                                                                                                            | NON-UNIQUE |
| school_subscriptions        | idx_subscriptions_school                                        | CREATE INDEX idx_subscriptions_school ON public.school_subscriptions USING btree (school_id)                                                                                                                      | NON-UNIQUE |
| school_subscriptions        | school_subscriptions_pkey                                       | CREATE UNIQUE INDEX school_subscriptions_pkey ON public.school_subscriptions USING btree (id)                                                                                                                     | UNIQUE     |
| schools                     | idx_schools_created_by                                          | CREATE INDEX idx_schools_created_by ON public.schools USING btree (created_by)                                                                                                                                    | NON-UNIQUE |
| schools                     | idx_schools_status                                              | CREATE INDEX idx_schools_status ON public.schools USING btree (status)                                                                                                                                            | NON-UNIQUE |
| schools                     | idx_schools_subscription_expires                                | CREATE INDEX idx_schools_subscription_expires ON public.schools USING btree (subscription_expires_at)                                                                                                             | NON-UNIQUE |
| schools                     | idx_schools_type                                                | CREATE INDEX idx_schools_type ON public.schools USING btree (school_type)                                                                                                                                         | NON-UNIQUE |
| schools                     | schools_pkey                                                    | CREATE UNIQUE INDEX schools_pkey ON public.schools USING btree (id)                                                                                                                                               | UNIQUE     |
| schools                     | schools_school_code_key                                         | CREATE UNIQUE INDEX schools_school_code_key ON public.schools USING btree (school_code)                                                                                                                           | UNIQUE     |
| students                    | idx_students_admission_number                                   | CREATE INDEX idx_students_admission_number ON public.students USING btree (admission_number)                                                                                                                      | NON-UNIQUE |
| students                    | idx_students_class                                              | CREATE INDEX idx_students_class ON public.students USING btree (class_id)                                                                                                                                         | NON-UNIQUE |
| students                    | idx_students_class_id                                           | CREATE INDEX idx_students_class_id ON public.students USING btree (class_id)                                                                                                                                      | NON-UNIQUE |
| students                    | idx_students_parent_id                                          | CREATE INDEX idx_students_parent_id ON public.students USING btree (parent_id)                                                                                                                                    | NON-UNIQUE |
| students                    | idx_students_roll_number                                        | CREATE INDEX idx_students_roll_number ON public.students USING btree (roll_number)                                                                                                                                | NON-UNIQUE |
| students                    | idx_students_roll_unique                                        | CREATE UNIQUE INDEX idx_students_roll_unique ON public.students USING btree (school_id, roll_number) WHERE ((roll_number IS NOT NULL) AND (school_id IS NOT NULL))                                                | UNIQUE     |
| students                    | idx_students_school                                             | CREATE INDEX idx_students_school ON public.students USING btree (school_id)                                                                                                                                       | NON-UNIQUE |
| students                    | idx_students_school_id                                          | CREATE INDEX idx_students_school_id ON public.students USING btree (school_id)                                                                                                                                    | NON-UNIQUE |
| students                    | idx_students_status                                             | CREATE INDEX idx_students_status ON public.students USING btree (student_status)                                                                                                                                  | NON-UNIQUE |
| students                    | idx_students_user_id                                            | CREATE INDEX idx_students_user_id ON public.students USING btree (user_id)                                                                                                                                        | NON-UNIQUE |
| students                    | students_pkey                                                   | CREATE UNIQUE INDEX students_pkey ON public.students USING btree (id)                                                                                                                                             | UNIQUE     |
| students                    | students_user_id_key                                            | CREATE UNIQUE INDEX students_user_id_key ON public.students USING btree (user_id)                                                                                                                                 | UNIQUE     |
| subjects                    | idx_subjects_school_id                                          | CREATE INDEX idx_subjects_school_id ON public.subjects USING btree (school_id)                                                                                                                                    | NON-UNIQUE |
| subjects                    | subjects_pkey                                                   | CREATE UNIQUE INDEX subjects_pkey ON public.subjects USING btree (id)                                                                                                                                             | UNIQUE     |
| subjects                    | subjects_school_id_code_key                                     | CREATE UNIQUE INDEX subjects_school_id_code_key ON public.subjects USING btree (school_id, code)                                                                                                                  | UNIQUE     |
| system_audit_log            | idx_audit_log_action_type                                       | CREATE INDEX idx_audit_log_action_type ON public.system_audit_log USING btree (action_type)                                                                                                                       | NON-UNIQUE |
| system_audit_log            | idx_audit_log_created_at                                        | CREATE INDEX idx_audit_log_created_at ON public.system_audit_log USING btree (created_at DESC)                                                                                                                    | NON-UNIQUE |
| system_audit_log            | idx_audit_log_entity_type                                       | CREATE INDEX idx_audit_log_entity_type ON public.system_audit_log USING btree (entity_type)                                                                                                                       | NON-UNIQUE |
| system_audit_log            | idx_audit_log_performed_by                                      | CREATE INDEX idx_audit_log_performed_by ON public.system_audit_log USING btree (performed_by)                                                                                                                     | NON-UNIQUE |
| system_audit_log            | idx_audit_log_school_id                                         | CREATE INDEX idx_audit_log_school_id ON public.system_audit_log USING btree (school_id)                                                                                                                           | NON-UNIQUE |
| system_audit_log            | system_audit_log_pkey                                           | CREATE UNIQUE INDEX system_audit_log_pkey ON public.system_audit_log USING btree (id)                                                                                                                             | UNIQUE     |
| system_settings             | idx_system_settings_category                                    | CREATE INDEX idx_system_settings_category ON public.system_settings USING btree (setting_category)                                                                                                                | NON-UNIQUE |
